"";"clave";"cod_municipio";"municipio";"anio";"fecha";"mes";"dia_semana";"rango_hora";"edad";"sexo";"escolaridad";"estado_civil";"mecanismo_causal";"agresor";"circunstancia";"deficit_cuantitativo";"deficit_cualitativo";"deficit_habitacional";"valor_agregado_2019";"valor_agregado_2020";"total_hombres";"total_mujeres";"total_poblacion";"porcentaje_pobl_hombres";"porcentaje_pobl_mujeres";"energia_electrica";"internet";"pobreza_multi_2018";"analfabetismo";"bajo_logro_educativo";"trabajo_informal"
"1866";"08433:2022";"08433";"malambo";"2022";"2022-01-18";"1";"2";"2";"43.000";"hombre";"1";"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 6.83";"38.56";"45.39";" 4.5437332";" 4.4930757";" 34490";" 67710";" 134468";"49.64601";"50.35399";"0.9924755";"0.327";"30.0";"10.6";"44.2";"88.5"
"1867";"08758:2022";"08758";"soledad";"2022";"2022-01-10";"1";"1";"2";"56.000";"hombre";"3";"1";"proyectil de arma de fuego";"agresor desconocido";"delincuencia_comun";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1868";"08549:2022";"08549";"piojo";"2022";"2022-01-07";"1";"5";"4";"18.000";"hombre";"2";"2";"proyectil de arma de fuego";"novio (a)";"violencia_intrafamiliar";"13.16";"83.71";"96.87";" 0.1091267";" 0.1192397";" 34490";"  3283";"   6873";"52.23338";"47.76662";"0.9434115";"0.013";"45.2";"26.2";"61.5";"87.6"
"1869";"08758:2022";"08758";"soledad";"2022";"2022-01-17";"1";"1";"3";"24.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1870";"08758:2022";"08758";"soledad";"2022";"2022-01-21";"1";"5";"3";"24.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1871";"08001:2022";"08001";"barranquilla";"2022";"2022-01-20";"1";"4";"4";"26.000";"hombre";"3";"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1872";"08758:2022";"08758";"soledad";"2022";"2022-01-22";"1";"6";"3";"53.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1873";"08001:2022";"08001";"barranquilla";"2022";"2022-01-23";"1";"7";"1";"18.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1874";"08001:2022";"08001";"barranquilla";"2022";"2022-01-23";"1";"7";"2";"23.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1875";"08001:2022";"08001";"barranquilla";"2022";"2022-01-23";"1";"7";"3";"22.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1876";"08001:2022";"08001";"barranquilla";"2022";"2022-01-24";"1";"1";"3";"21.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1877";"08001:2022";"08001";"barranquilla";"2022";"2022-01-24";"1";"1";"3";"32.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1878";"08758:2022";"08758";"soledad";"2022";"2022-01-24";"1";"1";"4";"21.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1879";"08758:2022";"08758";"soledad";"2022";"2022-01-26";"1";"3";"4";"23.000";"hombre";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1880";"08001:2022";"08001";"barranquilla";"2022";"2022-01-26";"1";"3";"4";"44.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1881";"08433:2022";"08433";"malambo";"2022";"2022-01-27";"1";"4";"3";"27.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 6.83";"38.56";"45.39";" 4.5437332";" 4.4930757";" 34490";" 67710";" 134468";"49.64601";"50.35399";"0.9924755";"0.327";"30.0";"10.6";"44.2";"88.5"
"1882";"08001:2022";"08001";"barranquilla";"2022";"2022-01-28";"1";"5";"2";"59.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1883";"08758:2022";"08758";"soledad";"2022";"2022-01-28";"1";"5";"3";"34.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1884";"08001:2022";"08001";"barranquilla";"2022";"2022-01-29";"1";"6";"1";"18.000";"hombre";"2";NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1885";"08758:2022";"08758";"soledad";"2022";"2022-01-29";"1";"6";"3";"31.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1886";"08001:2022";"08001";"barranquilla";"2022";"2022-01-29";"1";"6";"4";"41.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1887";"08433:2022";"08433";"malambo";"2022";"2022-01-30";"1";"7";"1";"23.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 6.83";"38.56";"45.39";" 4.5437332";" 4.4930757";" 34490";" 67710";" 134468";"49.64601";"50.35399";"0.9924755";"0.327";"30.0";"10.6";"44.2";"88.5"
"1888";"08758:2022";"08758";"soledad";"2022";"2022-01-30";"1";"7";"3";"30.000";"mujer";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1889";"08001:2022";"08001";"barranquilla";"2022";"2022-01-31";"1";"1";"3";"24.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1890";"08001:2022";"08001";"barranquilla";"2022";"2022-01-31";"1";"1";"3";"23.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1891";"08573:2022";"08573";"puerto colombia";"2022";"2022-01-31";"1";"1";"4";"45.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 7.31";"29.81";"37.11";" 1.3921859";" 1.3072341";" 34490";" 26519";"  51695";"48.70103";"51.29897";"0.9878822";"0.595";"14.4";" 5.2";"23.4";"80.7"
"1892";"08433:2022";"08433";"malambo";"2022";"2022-02-01";"2";"2";"4";"24.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 6.83";"38.56";"45.39";" 4.5437332";" 4.4930757";" 34490";" 67710";" 134468";"49.64601";"50.35399";"0.9924755";"0.327";"30.0";"10.6";"44.2";"88.5"
"1893";"08433:2022";"08433";"malambo";"2022";"2022-02-01";"2";"2";"4";"31.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 6.83";"38.56";"45.39";" 4.5437332";" 4.4930757";" 34490";" 67710";" 134468";"49.64601";"50.35399";"0.9924755";"0.327";"30.0";"10.6";"44.2";"88.5"
"1894";"08001:2022";"08001";"barranquilla";"2022";"2022-02-02";"2";"3";"2";"20.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1895";"08001:2022";"08001";"barranquilla";"2022";"2022-02-02";"2";"3";"3";"26.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1896";"08758:2022";"08758";"soledad";"2022";"2022-02-03";"2";"4";"1";"22.000";"hombre";"1";NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1897";"08758:2022";"08758";"soledad";"2022";"2022-02-03";"2";"4";"3";"22.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1898";"08001:2022";"08001";"barranquilla";"2022";"2022-02-03";"2";"4";"3";"38.000";"mujer";NA;"1";"cortopunzante";"companero (a)  permanente";"violencia_intrafamiliar";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1899";"08001:2022";"08001";"barranquilla";"2022";"2022-02-05";"2";"6";"1";"28.000";"hombre";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"rina";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1900";"08001:2022";"08001";"barranquilla";"2022";"2022-02-06";"2";"7";"3";"35.000";"hombre";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1901";"08001:2022";"08001";"barranquilla";"2022";"2022-02-06";"2";"7";"3";"26.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1902";"08001:2022";"08001";"barranquilla";"2022";"2022-02-06";"2";"7";"4";"23.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1903";"08573:2022";"08573";"puerto colombia";"2022";"2022-02-06";"2";"7";"4";"37.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 7.31";"29.81";"37.11";" 1.3921859";" 1.3072341";" 34490";" 26519";"  51695";"48.70103";"51.29897";"0.9878822";"0.595";"14.4";" 5.2";"23.4";"80.7"
"1904";"08758:2022";"08758";"soledad";"2022";"2022-02-08";"2";"2";"3";"25.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1905";"08001:2022";"08001";"barranquilla";"2022";"2022-02-08";"2";"2";"4";"76.000";"hombre";NA;NA;"cortopunzante";"agresor desconocido";"rina";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1906";"08433:2022";"08433";"malambo";"2022";"2022-02-08";"2";"2";"4";"24.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"delincuencia_comun";" 6.83";"38.56";"45.39";" 4.5437332";" 4.4930757";" 34490";" 67710";" 134468";"49.64601";"50.35399";"0.9924755";"0.327";"30.0";"10.6";"44.2";"88.5"
"1907";"08758:2022";"08758";"soledad";"2022";"2022-02-09";"2";"3";"4";"35.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1908";"08758:2022";"08758";"soledad";"2022";"2022-02-09";"2";"3";"4";"32.000";"hombre";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1909";"08758:2022";"08758";"soledad";"2022";"2022-02-09";"2";"3";"3";"26.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1910";"08001:2022";"08001";"barranquilla";"2022";"2022-02-10";"2";"4";"2";"44.000";"hombre";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1911";"08758:2022";"08758";"soledad";"2022";"2022-02-11";"2";"5";"2";"33.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1912";"08758:2022";"08758";"soledad";"2022";"2022-02-11";"2";"5";"3";"26.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1913";"08001:2022";"08001";"barranquilla";"2022";"2022-02-12";"2";"6";"2";"18.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1914";"08001:2022";"08001";"barranquilla";"2022";"2022-02-12";"2";"6";"3";"42.000";"hombre";"3";"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1915";"08001:2022";"08001";"barranquilla";"2022";"2022-02-12";"2";"6";"3";"47.000";"mujer";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1916";"08001:2022";"08001";"barranquilla";"2022";"2022-02-13";"2";"7";"3";"25.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1917";"08001:2022";"08001";"barranquilla";"2022";"2022-02-14";"2";"1";"2";"46.000";"hombre";NA;"1";"contundente";"agresor desconocido";"rina";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1918";"08758:2022";"08758";"soledad";"2022";"2022-02-15";"2";"2";"3";"31.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1919";"08758:2022";"08758";"soledad";"2022";"2022-02-15";"2";"2";"3";"24.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1920";"08001:2022";"08001";"barranquilla";"2022";"2022-02-16";"2";"3";"4";"49.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1921";"08001:2022";"08001";"barranquilla";"2022";"2022-02-16";"2";"3";"4";"24.000";"hombre";"1";"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1922";"08001:2022";"08001";"barranquilla";"2022";"2022-02-19";"2";"6";"2";"48.000";"hombre";"3";"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1923";"08001:2022";"08001";"barranquilla";"2022";"2022-02-19";"2";"6";NA;"42.000";"mujer";"2";"1";"contundente";"agresor desconocido";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1924";"08001:2022";"08001";"barranquilla";"2022";"2022-02-20";"2";"7";"1";"17.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1925";"08758:2022";"08758";"soledad";"2022";"2022-02-20";"2";"7";"1";"18.000";"hombre";"2";"2";"proyectil de arma de fuego";"policia";"delincuencia_comun";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1926";"08296:2022";"08296";"galapa";"2022";"2022-02-20";"2";"7";"1";"33.000";"hombre";"1";"2";"cortopunzante";"amigo (a)";"rina";" 9.72";"30.49";"40.21";" 2.1729800";" 2.2688544";" 34490";" 32020";"  64260";"50.17118";"49.82882";"0.9916005";"0.293";"23.8";" 8.1";"40.1";"85.0"
"1927";"08001:2022";"08001";"barranquilla";"2022";"2022-02-21";"2";"1";"4";"17.000";"mujer";"1";"1";"generadores de asfixia";"ex companero (a) permanente";"violencia_intrafamiliar";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1928";"08433:2022";"08433";"malambo";"2022";"2022-02-21";"2";"1";"4";"39.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 6.83";"38.56";"45.39";" 4.5437332";" 4.4930757";" 34490";" 67710";" 134468";"49.64601";"50.35399";"0.9924755";"0.327";"30.0";"10.6";"44.2";"88.5"
"1929";"08001:2022";"08001";"barranquilla";"2022";"2022-02-22";"2";"2";"4";"36.000";"hombre";"1";"2";"punzante";"agresor desconocido";"rina";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1930";"08758:2022";"08758";"soledad";"2022";"2022-02-22";"2";"2";"4";"40.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1931";"08758:2022";"08758";"soledad";"2022";"2022-02-22";"2";"2";"4";"37.000";"hombre";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1932";"08001:2022";"08001";"barranquilla";"2022";"2022-02-23";"2";"3";"1";"16.000";"hombre";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
