"";"clave";"cod_municipio";"municipio";"anio";"fecha";"mes";"dia_semana";"rango_hora";"edad";"sexo";"escolaridad";"estado_civil";"mecanismo_causal";"agresor";"circunstancia";"deficit_cuantitativo";"deficit_cualitativo";"deficit_habitacional";"valor_agregado_2019";"valor_agregado_2020";"total_hombres";"total_mujeres";"total_poblacion";"porcentaje_pobl_hombres";"porcentaje_pobl_mujeres";"energia_electrica";"internet";"pobreza_multi_2018";"analfabetismo";"bajo_logro_educativo";"trabajo_informal"
"1402";"08433:2021";"08433";"malambo";"2021";"2021-06-15";"6";"2";"3";"18.000";"mujer";"1";"2";"proyectil de arma de fuego";"agresor desconocido";"sin informacion";" 6.83";"38.56";"45.39";" 4.5437332";" 4.4930757";" 34490";" 67710";" 134468";"49.64601";"50.35399";"0.9924755";"0.327";"30.0";"10.6";"44.2";"88.5"
"1403";"08433:2021";"08433";"malambo";"2021";"2021-06-15";"6";"2";"3";"19.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"sin informacion";" 6.83";"38.56";"45.39";" 4.5437332";" 4.4930757";" 34490";" 67710";" 134468";"49.64601";"50.35399";"0.9924755";"0.327";"30.0";"10.6";"44.2";"88.5"
"1404";"08001:2021";"08001";"barranquilla";"2021";"2021-06-15";"6";"2";"4";"20.000";"hombre";"2";NA;"proyectil de arma de fuego";"agresor desconocido";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1405";"08001:2021";"08001";"barranquilla";"2021";"2021-06-15";"6";"2";"4";"43.000";"hombre";"1";NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1406";"08001:2021";"08001";"barranquilla";"2021";"2021-06-15";"6";"2";"1";"44.000";"mujer";NA;"1";"quemadura por fuego";"amigo (a)";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1407";"08758:2021";"08758";"soledad";"2021";"2021-06-15";"6";"2";"4";"16.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1408";"08758:2021";"08758";"soledad";"2021";"2021-06-16";"6";"3";"3";"20.000";"hombre";"2";NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1409";"08001:2021";"08001";"barranquilla";"2021";"2021-06-16";"6";"3";"4";"30.000";"hombre";"2";NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1410";"08001:2021";"08001";"barranquilla";"2021";"2021-06-16";"6";"3";"4";"41.000";"hombre";"2";NA;"proyectil de arma de fuego";"agresor desconocido";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1411";"08758:2021";"08758";"soledad";"2021";"2021-06-12";"6";"6";"4";"17.000";"hombre";"2";NA;"proyectil de arma de fuego";"agresor desconocido";"rina";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1412";"08758:2021";"08758";"soledad";"2021";"2021-06-17";"6";"4";"2";"23.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"sin informacion";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1413";"08001:2021";"08001";"barranquilla";"2021";"2021-06-16";"6";"3";"3";"24.000";"hombre";"2";"2";"proyectil de arma de fuego";"sin informacion";"rina";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1414";"08758:2021";"08758";"soledad";"2021";"2021-06-17";"6";"4";"4";"21.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1415";"08001:2021";"08001";"barranquilla";"2021";"2021-06-18";"6";"5";"4";"38.000";"hombre";NA;"1";"proyectil de arma de fuego";"policia";"intervencion_estado";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1416";"08001:2021";"08001";"barranquilla";"2021";"2021-06-19";"6";"6";"2";"39.000";"hombre";"2";"1";"contundente";"agresor desconocido";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1417";"08296:2021";"08296";"galapa";"2021";"2021-06-19";"6";"6";"3";"22.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"delincuencia_comun";" 9.72";"30.49";"40.21";" 2.1729800";" 2.2688544";" 34490";" 32020";"  64260";"50.17118";"49.82882";"0.9916005";"0.293";"23.8";" 8.1";"40.1";"85.0"
"1418";"08001:2021";"08001";"barranquilla";"2021";"2021-06-20";"6";"7";"1";"31.000";"hombre";"2";NA;"corto punzante";"agresor desconocido";"rina";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1419";"08001:2021";"08001";"barranquilla";"2021";"2021-06-19";"6";"6";NA;"45.000";"hombre";NA;NA;"corto punzante";"conocido sin ningun trato";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1420";"08758:2021";"08758";"soledad";"2021";"2021-06-21";"6";"1";"1";"29.000";"hombre";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1421";"08001:2021";"08001";"barranquilla";"2021";"2021-06-21";"6";"1";"4";"23.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1422";"08001:2021";"08001";"barranquilla";"2021";"2021-06-22";"6";"2";"4";"26.000";"hombre";"1";"1";"proyectil de arma de fuego";"agresor desconocido";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1423";"08296:2021";"08296";"galapa";"2021";"2021-06-21";"6";"1";"4";"25.000";"hombre";"2";"1";"corto punzante";"agresor desconocido";"rina";" 9.72";"30.49";"40.21";" 2.1729800";" 2.2688544";" 34490";" 32020";"  64260";"50.17118";"49.82882";"0.9916005";"0.293";"23.8";" 8.1";"40.1";"85.0"
"1424";"08758:2021";"08758";"soledad";"2021";"2021-06-24";"6";"4";"2";"45.000";"hombre";NA;"2";"contundente";"sin informacion";"sin informacion";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1425";"08001:2021";"08001";"barranquilla";"2021";"2021-06-24";"6";"4";"3";"24.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1426";"08758:2021";"08758";"soledad";"2021";"2021-06-26";"6";"6";"2";"41.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"delincuencia_comun";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1427";"08433:2021";"08433";"malambo";"2021";"2021-06-26";"6";"6";"4";"17.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 6.83";"38.56";"45.39";" 4.5437332";" 4.4930757";" 34490";" 67710";" 134468";"49.64601";"50.35399";"0.9924755";"0.327";"30.0";"10.6";"44.2";"88.5"
"1428";"08001:2021";"08001";"barranquilla";"2021";"2021-06-26";"6";"6";"4";"58.000";"hombre";"1";"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1429";"08758:2021";"08758";"soledad";"2021";"2021-06-20";"6";"7";"4";"25.000";"hombre";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1430";"08001:2021";"08001";"barranquilla";"2021";"2021-06-27";"6";"7";"3";"35.000";"hombre";"2";"2";"corto punzante";"amigo (a)";"rina";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1431";"08001:2021";"08001";"barranquilla";"2021";"2021-06-27";"6";"7";"4";"38.000";"hombre";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1432";"08001:2021";"08001";"barranquilla";"2021";"2021-06-27";"6";"7";"4";"18.000";"hombre";NA;NA;"corto punzante";"agresor desconocido";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1433";"08758:2021";"08758";"soledad";"2021";"2021-06-27";"6";"7";"4";"16.000";"hombre";"1";NA;"proyectil de arma de fuego";"agresor desconocido";"sin informacion";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1434";"08001:2021";"08001";"barranquilla";"2021";"2021-06-28";"6";"1";"1";"30.000";"hombre";"2";NA;"corto punzante";"agresor desconocido";"rina";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1435";"08758:2021";"08758";"soledad";"2021";"2021-06-28";"6";"1";"4";"22.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1436";"08001:2021";"08001";"barranquilla";"2021";"2021-06-28";"6";"1";"4";"55.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1437";"08001:2021";"08001";"barranquilla";"2021";"2021-05-16";"5";"7";NA;"20.000";"hombre";NA;"1";"proyectil de arma de fuego";"sin informacion";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1438";"08001:2021";"08001";"barranquilla";"2021";"2021-06-29";"6";"2";"4";"11.000";"hombre";"1";"2";"contundente";"padrastro";"violencia_intrafamiliar";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1439";"08001:2021";"08001";"barranquilla";"2021";"2021-06-23";"6";"3";"4";"29.000";"hombre";NA;NA;"proyectil de arma de fuego";"pandillas";"rina";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1440";"08001:2021";"08001";"barranquilla";"2021";"2021-06-30";"6";"3";"4";"22.000";"hombre";"1";NA;"proyectil de arma de fuego";"conocido sin ningun trato";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1441";"08758:2021";"08758";"soledad";"2021";"2021-07-01";"7";"4";NA;"26.000";"hombre";"2";"1";"proyectil de arma de fuego";"sin informacion";"delincuencia_comun";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1442";"08001:2021";"08001";"barranquilla";"2021";"2021-07-02";"7";"5";NA;"25.000";"hombre";"2";"2";"proyectil de arma de fuego";"sin informacion";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1443";"08758:2021";"08758";"soledad";"2021";"2021-07-03";"7";"6";NA;"34.000";"hombre";"2";NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1444";"08001:2021";"08001";"barranquilla";"2021";"2021-07-03";"7";"6";NA;"28.000";"hombre";NA;"1";"proyectil de arma de fuego";"sin informacion";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1445";"08421:2021";"08421";"luruaco";"2021";"2021-07-04";"7";"7";NA;"33.000";"hombre";"2";"2";"corto punzante";"sin informacion";"sin informacion";"10.57";"76.87";"87.44";" 0.4541158";" 0.4811839";" 34490";" 14719";"  29348";"49.84667";"50.15333";"0.9764545";"0.139";"55.4";"25.8";"65.7";"93.2"
"1446";"08758:2021";"08758";"soledad";"2021";"2021-07-04";"7";"7";NA;"33.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"sin informacion";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1447";"08758:2021";"08758";"soledad";"2021";"2021-07-04";"7";"7";NA;"32.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"sin informacion";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1448";"08001:2021";"08001";"barranquilla";"2021";"2021-07-04";"7";"7";NA;"31.000";"hombre";"1";"2";"corto punzante";"amigo (a)";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1449";"08001:2021";"08001";"barranquilla";"2021";"2021-07-05";"7";"1";NA;"48.000";"hombre";"1";"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1450";"08001:2021";"08001";"barranquilla";"2021";"2021-07-05";"7";"1";NA;"26.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1451";"08758:2021";"08758";"soledad";"2021";"2021-07-06";"7";"2";NA;"18.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1452";"08758:2021";"08758";"soledad";"2021";"2021-07-07";"7";"3";NA;"28.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1453";"08433:2021";"08433";"malambo";"2021";"2021-07-07";"7";"3";NA;"37.000";"hombre";"1";NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 6.83";"38.56";"45.39";" 4.5437332";" 4.4930757";" 34490";" 67710";" 134468";"49.64601";"50.35399";"0.9924755";"0.327";"30.0";"10.6";"44.2";"88.5"
"1454";"08001:2021";"08001";"barranquilla";"2021";"2021-07-01";"7";"4";NA;"26.000";"hombre";"2";"2";"proyectil de arma de fuego";"sin informacion";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1455";"08758:2021";"08758";"soledad";"2021";"2021-07-09";"7";"5";NA;"29.000";"hombre";NA;"1";"corto punzante";"vecino";"rina";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1456";"08758:2021";"08758";"soledad";"2021";"2021-07-09";"7";"5";NA;"17.000";"hombre";NA;"2";"proyectil de arma de fuego";"policia";"intervencion_estado";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1457";"08433:2021";"08433";"malambo";"2021";"2021-07-10";"7";"6";NA;"27.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 6.83";"38.56";"45.39";" 4.5437332";" 4.4930757";" 34490";" 67710";" 134468";"49.64601";"50.35399";"0.9924755";"0.327";"30.0";"10.6";"44.2";"88.5"
"1458";"08758:2021";"08758";"soledad";"2021";"2021-07-12";"7";"1";NA;"29.000";"hombre";"1";"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1459";"08296:2021";"08296";"galapa";"2021";"2021-07-13";"7";"2";NA;"35.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 9.72";"30.49";"40.21";" 2.1729800";" 2.2688544";" 34490";" 32020";"  64260";"50.17118";"49.82882";"0.9916005";"0.293";"23.8";" 8.1";"40.1";"85.0"
"1460";"08758:2021";"08758";"soledad";"2021";"2021-07-13";"7";"2";NA;"21.000";"hombre";"2";NA;"estrangulamiento";"agresor desconocido";"sin informacion";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1461";"08001:2021";"08001";"barranquilla";"2021";"2021-07-15";"7";"4";NA;"20.000";"hombre";"1";"2";"proyectil de arma de fuego";"agresor desconocido";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1462";"08001:2021";"08001";"barranquilla";"2021";"2021-07-16";"7";"5";NA;"21.000";"hombre";"2";"2";"corto punzante";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1463";"08001:2021";"08001";"barranquilla";"2021";"2021-07-16";"7";"5";NA;"24.000";"hombre";"2";"1";"proyectil de arma de fuego";"sin informacion";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1464";"08001:2021";"08001";"barranquilla";"2021";"2021-07-16";"7";"5";NA;"31.000";"hombre";"3";"1";"proyectil de arma de fuego";"sin informacion";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1465";"08758:2021";"08758";"soledad";"2021";"2021-07-16";"7";"5";NA;"32.000";"hombre";"2";"1";"proyectil de arma de fuego";"sin informacion";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1466";"08001:2021";"08001";"barranquilla";"2021";"2021-07-17";"7";"6";NA;"23.000";"hombre";NA;"1";"contundente";"sin informacion";"rina";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1467";"08638:2021";"08638";"sabanalarga";"2021";"2021-07-17";"7";"6";NA;"28.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";"11.38";"46.86";"58.24";" 1.9391059";" 1.9309815";" 34490";" 48897";"  97005";"49.59332";"50.40668";"0.9619442";"0.143";"36.5";"19.4";"46.7";"89.6"
"1468";"08078:2021";"08078";"baranoa";"2021";"2021-07-17";"7";"6";NA;"24.000";"hombre";NA;"1";"proyectil de arma de fuego";"delincuencia comun";"sin informacion";"10.87";"66.38";"77.25";" 1.8547909";" 1.6760275";" 32399";" 32550";"  64949";"49.88375";"50.11625";"0.9846988";"0.161";"33.5";"11.2";"42.8";"87.6"
"1469";"08001:2021";"08001";"barranquilla";"2021";"2021-07-18";"7";"7";NA;"33.000";"hombre";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"rina";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1470";"08001:2021";"08001";"barranquilla";"2021";"2021-07-18";"7";"7";NA;"42.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1471";"08001:2021";"08001";"barranquilla";"2021";"2021-07-17";"7";"6";NA;"46.000";"hombre";"2";NA;"proyectil de arma de fuego";"sin informacion";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1472";"08758:2021";"08758";"soledad";"2021";"2021-07-18";"7";"7";NA;"32.000";"hombre";"1";NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1473";"08758:2021";"08758";"soledad";"2021";"2021-07-19";"7";"1";NA;"24.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"intervencion_estado";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1474";"08001:2021";"08001";"barranquilla";"2021";"2021-07-19";"7";"1";NA;"24.000";"hombre";NA;NA;"proyectil de arma de fuego";"policia";"intervencion_estado";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1475";"08758:2021";"08758";"soledad";"2021";"2021-07-16";"7";"5";NA;"27.000";"hombre";"2";NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1476";"08433:2021";"08433";"malambo";"2021";"2021-07-22";"7";"4";NA;"40.000";"hombre";NA;"1";"corto contundente";"sin informacion";"sin informacion";" 6.83";"38.56";"45.39";" 4.5437332";" 4.4930757";" 34490";" 67710";" 134468";"49.64601";"50.35399";"0.9924755";"0.327";"30.0";"10.6";"44.2";"88.5"
"1477";"08433:2021";"08433";"malambo";"2021";"2021-07-24";"7";"6";NA;"21.000";"hombre";"1";"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 6.83";"38.56";"45.39";" 4.5437332";" 4.4930757";" 34490";" 67710";" 134468";"49.64601";"50.35399";"0.9924755";"0.327";"30.0";"10.6";"44.2";"88.5"
"1478";"08001:2021";"08001";"barranquilla";"2021";"2021-07-26";"7";"1";NA;"38.000";"hombre";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
